measurementID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementMethod,measurementRemarks,eventID
BSD11S-20220427-S04,Sulphate,7,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S05,Bicarbonate,96,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S06,Total N,0.08,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S07,Assimilable K,228.2,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S08,Assimilable P,19.25,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S09,Soil Organic Matter,1.91,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S10,Ratio C:N,13.85,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S11,Sand,66.9,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S12,Slime,14.2,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S13,Clay,18.9,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD11S-20220427-S14,Field capacity,23.33,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD11S-20220427
BSD12S-20220427-S01,pH KCl,5.89,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S02,pH,6.7,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S03,Conductivity,128,microS/cm,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S04,Sulphate,8,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S05,Bicarbonate,55,mg/L,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S06,Total N,0.05,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S07,Assimilable K,201,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S08,Assimilable P,19.2,mg/kg,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S09,Soil Organic Matter,1.61,???,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S10,Ratio C:N,18.68,NA,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S11,Sand,62.7,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S12,Slime,14,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S13,Clay,23.3,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
BSD12S-20220427-S14,Field capacity,23.07,%,2022-04-27,"Laboratorio Analítico Bioclínico (https://www.lab-sl.com/en/) Almería, Spain",,,BSD12S-20220427
